job_id,job_title,company,location,experience,salaries,skill,job_type,open_postions
100,Senior BI Developer,Lumin -,"Sheikh Zayed, Giza, Egypt",· 3+ Yrs of Exp,"Confidential, Medical Insurance + Social Insurance + Annual Bonus+ Flexible Working Hours",Microsoft SQL Server,Full Time,1
100,Senior BI Developer,Lumin -,"Sheikh Zayed, Giza, Egypt",· 3+ Yrs of Exp,"Confidential, Medical Insurance + Social Insurance + Annual Bonus+ Flexible Working Hours",SQL Server,Full Time,1
100,Senior BI Developer,Lumin -,"Sheikh Zayed, Giza, Egypt",· 3+ Yrs of Exp,"Confidential, Medical Insurance + Social Insurance + Annual Bonus+ Flexible Working Hours",Software Development,Full Time,1
100,Senior BI Developer,Lumin -,"Sheikh Zayed, Giza, Egypt",· 3+ Yrs of Exp,"Confidential, Medical Insurance + Social Insurance + Annual Bonus+ Flexible Working Hours",Software Engineering,Full Time,1
101,Business Analyst,Keys Group Services -,"Nasr City, Cairo, Egypt",· 3 - 7 Yrs of Exp,Confidential,Analysis,Full Time,3
101,Business Analyst,Keys Group Services -,"Nasr City, Cairo, Egypt",· 3 - 7 Yrs of Exp,Confidential,analytical,Full Time,3
101,Business Analyst,Keys Group Services -,"Nasr City, Cairo, Egypt",· 3 - 7 Yrs of Exp,Confidential,Business Analysis,Full Time,3
101,Business Analyst,Keys Group Services -,"Nasr City, Cairo, Egypt",· 3 - 7 Yrs of Exp,Confidential,Computer Science,Full Time,3
101,Business Analyst,Keys Group Services -,"Nasr City, Cairo, Egypt",· 3 - 7 Yrs of Exp,Confidential,Data,Full Time,3
101,Business Analyst,Keys Group Services -,"Nasr City, Cairo, Egypt",· 3 - 7 Yrs of Exp,Confidential,Data Analysis,Full Time,3
101,Business Analyst,Keys Group Services -,"Nasr City, Cairo, Egypt",· 3 - 7 Yrs of Exp,Confidential,English,Full Time,3
101,Business Analyst,Keys Group Services -,"Nasr City, Cairo, Egypt",· 3 - 7 Yrs of Exp,Confidential,Information Technology (IT),Full Time,3
101,Business Analyst,Keys Group Services -,"Nasr City, Cairo, Egypt",· 3 - 7 Yrs of Exp,Confidential,Management,Full Time,3
101,Business Analyst,Keys Group Services -,"Nasr City, Cairo, Egypt",· 3 - 7 Yrs of Exp,Confidential,IT,Full Time,3
101,Business Analyst,Keys Group Services -,"Nasr City, Cairo, Egypt",· 3 - 7 Yrs of Exp,Confidential,Operations,Full Time,3
101,Business Analyst,Keys Group Services -,"Nasr City, Cairo, Egypt",· 3 - 7 Yrs of Exp,Confidential,Project Management,Full Time,3
110,Business Analyst,Refilex -,"Dokki, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Agile,Freelance / Project,1
110,Business Analyst,Refilex -,"Dokki, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Analysis,Freelance / Project,1
110,Business Analyst,Refilex -,"Dokki, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,analytical,Freelance / Project,1
110,Business Analyst,Refilex -,"Dokki, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Business Analysis,Freelance / Project,1
110,Business Analyst,Refilex -,"Dokki, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Communication skills,Freelance / Project,1
110,Business Analyst,Refilex -,"Dokki, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Information Systems,Freelance / Project,1
110,Business Analyst,Refilex -,"Dokki, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Information Technology (IT),Freelance / Project,1
110,Business Analyst,Refilex -,"Dokki, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Computer Science,Freelance / Project,1
110,Business Analyst,Refilex -,"Dokki, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Communication,Freelance / Project,1
110,Business Analyst,Refilex -,"Dokki, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Science,Freelance / Project,1
110,Business Analyst,Refilex -,"Dokki, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Software,Freelance / Project,1
110,Business Analyst,Refilex -,"Dokki, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,JIRA,Freelance / Project,1
120,Odoo Developer,Rashid Al Jabri Group -,"Dubai, United Arab Emirates",· 4 - 10 Yrs of Exp,6000 To 8000 AED Per Month,Odoo Development,Full Time,1
120,Odoo Developer,Rashid Al Jabri Group -,"Dubai, United Arab Emirates",· 4 - 10 Yrs of Exp,6000 To 8000 AED Per Month,ODOO DEVELOPER,Full Time,1
120,Odoo Developer,Rashid Al Jabri Group -,"Dubai, United Arab Emirates",· 4 - 10 Yrs of Exp,6000 To 8000 AED Per Month,Information Technology (IT),Full Time,1
120,Odoo Developer,Rashid Al Jabri Group -,"Dubai, United Arab Emirates",· 4 - 10 Yrs of Exp,6000 To 8000 AED Per Month,Odoo,Full Time,1
120,Odoo Developer,Rashid Al Jabri Group -,"Dubai, United Arab Emirates",· 4 - 10 Yrs of Exp,6000 To 8000 AED Per Month,Python,Full Time,1
120,Odoo Developer,Rashid Al Jabri Group -,"Dubai, United Arab Emirates",· 4 - 10 Yrs of Exp,6000 To 8000 AED Per Month,Programming,Full Time,1
120,Odoo Developer,Rashid Al Jabri Group -,"Dubai, United Arab Emirates",· 4 - 10 Yrs of Exp,6000 To 8000 AED Per Month,Computer Science,Full Time,1
120,Odoo Developer,Rashid Al Jabri Group -,"Dubai, United Arab Emirates",· 4 - 10 Yrs of Exp,6000 To 8000 AED Per Month,Software Development,Full Time,1
120,Odoo Developer,Rashid Al Jabri Group -,"Dubai, United Arab Emirates",· 4 - 10 Yrs of Exp,6000 To 8000 AED Per Month,JavaScript,Full Time,1
120,Odoo Developer,Rashid Al Jabri Group -,"Dubai, United Arab Emirates",· 4 - 10 Yrs of Exp,6000 To 8000 AED Per Month,XML,Full Time,1
120,Odoo Developer,Rashid Al Jabri Group -,"Dubai, United Arab Emirates",· 4 - 10 Yrs of Exp,6000 To 8000 AED Per Month,jQuery,Full Time,1
121,Senior Business Analyst,Naeem -,"Cairo, Egypt",· 3 - 7 Yrs of Exp,15000 To 30000 EGP Per Month,business,Full Time,1
121,Senior Business Analyst,Naeem -,"Cairo, Egypt",· 3 - 7 Yrs of Exp,15000 To 30000 EGP Per Month,Analysis,Full Time,1
121,Senior Business Analyst,Naeem -,"Cairo, Egypt",· 3 - 7 Yrs of Exp,15000 To 30000 EGP Per Month,Business Analysis,Full Time,1
122,Business Analyst,Misr Insurance Co -,"Giza, Egypt",· 5 - 7 Yrs of Exp,Confidential,Analysis,Full Time,1
122,Business Analyst,Misr Insurance Co -,"Giza, Egypt",· 5 - 7 Yrs of Exp,Confidential,Business Analysis,Full Time,1
122,Business Analyst,Misr Insurance Co -,"Giza, Egypt",· 5 - 7 Yrs of Exp,Confidential,business,Full Time,1
130,Dev0ps Engineer,ITS -,"Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,DevOps,Full Time,2
130,Dev0ps Engineer,ITS -,"Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,Information Technology (IT),Full Time,2
130,Dev0ps Engineer,ITS -,"Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,Software Development,Full Time,2
131,Senior BI Developer,Softec Technologies -,"Maadi, Cairo, Egypt",· 5 - 7 Yrs of Exp,Confidential,Information Technology (IT),Full Time,1
131,Senior BI Developer,Softec Technologies -,"Maadi, Cairo, Egypt",· 5 - 7 Yrs of Exp,Confidential,BI,Full Time,1
131,Senior BI Developer,Softec Technologies -,"Maadi, Cairo, Egypt",· 5 - 7 Yrs of Exp,Confidential,#Software,Full Time,1
131,Senior BI Developer,Softec Technologies -,"Maadi, Cairo, Egypt",· 5 - 7 Yrs of Exp,Confidential,SQL,Full Time,1
131,Senior BI Developer,Softec Technologies -,"Maadi, Cairo, Egypt",· 5 - 7 Yrs of Exp,Confidential,Computer Science,Full Time,1
131,Senior BI Developer,Softec Technologies -,"Maadi, Cairo, Egypt",· 5 - 7 Yrs of Exp,Confidential,OLAP,Full Time,1
131,Senior BI Developer,Softec Technologies -,"Maadi, Cairo, Egypt",· 5 - 7 Yrs of Exp,Confidential,SSRS,Full Time,1
131,Senior BI Developer,Softec Technologies -,"Maadi, Cairo, Egypt",· 5 - 7 Yrs of Exp,Confidential,SSAS,Full Time,1
131,Senior BI Developer,Softec Technologies -,"Maadi, Cairo, Egypt",· 5 - 7 Yrs of Exp,Confidential,SSIS,Full Time,1
131,Senior BI Developer,Softec Technologies -,"Maadi, Cairo, Egypt",· 5 - 7 Yrs of Exp,Confidential,Software Development,Full Time,1
131,Senior BI Developer,Softec Technologies -,"Maadi, Cairo, Egypt",· 5 - 7 Yrs of Exp,Confidential,Development,Full Time,1
131,Senior BI Developer,Softec Technologies -,"Maadi, Cairo, Egypt",· 5 - 7 Yrs of Exp,Confidential,Software Engineering,Full Time,1
131,Senior BI Developer,Softec Technologies -,"Maadi, Cairo, Egypt",· 5 - 7 Yrs of Exp,Confidential,Testing,Full Time,1
131,Senior BI Developer,Softec Technologies -,"Maadi, Cairo, Egypt",· 5 - 7 Yrs of Exp,Confidential,English,Full Time,1
131,Senior BI Developer,Softec Technologies -,"Maadi, Cairo, Egypt",· 5 - 7 Yrs of Exp,Confidential,Communication skills,Full Time,1
132,BI Analyst,Confidential -,"6th of October, Giza, Egypt",· 2 - 3 Yrs of Exp,Confidential,analytical,Full Time,1
132,BI Analyst,Confidential -,"6th of October, Giza, Egypt",· 2 - 3 Yrs of Exp,Confidential,business,Full Time,1
132,BI Analyst,Confidential -,"6th of October, Giza, Egypt",· 2 - 3 Yrs of Exp,Confidential,Business Intelligence,Full Time,1
132,BI Analyst,Confidential -,"6th of October, Giza, Egypt",· 2 - 3 Yrs of Exp,Confidential,Communication skills,Full Time,1
132,BI Analyst,Confidential -,"6th of October, Giza, Egypt",· 2 - 3 Yrs of Exp,Confidential,Information technology,Full Time,1
132,BI Analyst,Confidential -,"6th of October, Giza, Egypt",· 2 - 3 Yrs of Exp,Confidential,Power BI,Full Time,1
132,BI Analyst,Confidential -,"6th of October, Giza, Egypt",· 2 - 3 Yrs of Exp,Confidential,BI,Full Time,1
132,BI Analyst,Confidential -,"6th of October, Giza, Egypt",· 2 - 3 Yrs of Exp,Confidential,Computer Science,Full Time,1
140,Oracle Developer,Rowad Modern Engineering -,"New Cairo, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,English,Full Time,1
140,Oracle Developer,Rowad Modern Engineering -,"New Cairo, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,Information Technology (IT),Full Time,1
140,Oracle Developer,Rowad Modern Engineering -,"New Cairo, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,Oracle,Full Time,1
140,Oracle Developer,Rowad Modern Engineering -,"New Cairo, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,Software Development,Full Time,1
170,Android Developer,Fawry for Banking Technology and Electronic Payments S.A.E -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Information Technology (IT),Full Time,7
170,Android Developer,Fawry for Banking Technology and Electronic Payments S.A.E -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Software Development,Full Time,7
170,Android Developer,Fawry for Banking Technology and Electronic Payments S.A.E -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Computer Science,Full Time,7
170,Android Developer,Fawry for Banking Technology and Electronic Payments S.A.E -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Android,Full Time,7
170,Android Developer,Fawry for Banking Technology and Electronic Payments S.A.E -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,ITI,Full Time,7
170,Android Developer,Fawry for Banking Technology and Electronic Payments S.A.E -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,RESTful,Full Time,7
170,Android Developer,Fawry for Banking Technology and Electronic Payments S.A.E -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,MVC,Full Time,7
170,Android Developer,Fawry for Banking Technology and Electronic Payments S.A.E -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Git,Full Time,7
170,Android Developer,Fawry for Banking Technology and Electronic Payments S.A.E -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,SDK,Full Time,7
170,Android Developer,Fawry for Banking Technology and Electronic Payments S.A.E -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Mobile Development,Full Time,7
170,Android Developer,Fawry for Banking Technology and Electronic Payments S.A.E -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,APIs,Full Time,7
190,Odoo Developer,Al-hakeema -,"Nasr City, Cairo, Egypt",· 2 - 5 Yrs of Exp,Males Preferred,Implementation,Full Time,1
190,Odoo Developer,Al-hakeema -,"Nasr City, Cairo, Egypt",· 2 - 5 Yrs of Exp,Males Preferred,ERP,Full Time,1
190,Odoo Developer,Al-hakeema -,"Nasr City, Cairo, Egypt",· 2 - 5 Yrs of Exp,Males Preferred,Engineering,Full Time,1
190,Odoo Developer,Al-hakeema -,"Nasr City, Cairo, Egypt",· 2 - 5 Yrs of Exp,Males Preferred,Computer Science,Full Time,1
190,Odoo Developer,Al-hakeema -,"Nasr City, Cairo, Egypt",· 2 - 5 Yrs of Exp,Males Preferred,Sales,Full Time,1
190,Odoo Developer,Al-hakeema -,"Nasr City, Cairo, Egypt",· 2 - 5 Yrs of Exp,Males Preferred,Odoo ERP,Full Time,1
190,Odoo Developer,Al-hakeema -,"Nasr City, Cairo, Egypt",· 2 - 5 Yrs of Exp,Males Preferred,Odoo,Full Time,1
190,Odoo Developer,Al-hakeema -,"Nasr City, Cairo, Egypt",· 2 - 5 Yrs of Exp,Males Preferred,MVC,Full Time,1
190,Odoo Developer,Al-hakeema -,"Nasr City, Cairo, Egypt",· 2 - 5 Yrs of Exp,Males Preferred,Information Technology (IT),Full Time,1
190,Odoo Developer,Al-hakeema -,"Nasr City, Cairo, Egypt",· 2 - 5 Yrs of Exp,Males Preferred,Python,Full Time,1
190,Odoo Developer,Al-hakeema -,"Nasr City, Cairo, Egypt",· 2 - 5 Yrs of Exp,Males Preferred,Programming,Full Time,1
190,Odoo Developer,Al-hakeema -,"Nasr City, Cairo, Egypt",· 2 - 5 Yrs of Exp,Males Preferred,Accounting,Full Time,1
210,Odoo Developer,arabianopensource -,"Cairo, Egypt",· 1 - 4 Yrs of Exp,Confidential,Python,Full Time,1
210,Odoo Developer,arabianopensource -,"Cairo, Egypt",· 1 - 4 Yrs of Exp,Confidential,Information Technology (IT),Full Time,1
210,Odoo Developer,arabianopensource -,"Cairo, Egypt",· 1 - 4 Yrs of Exp,Confidential,Odoo,Full Time,1
210,Odoo Developer,arabianopensource -,"Cairo, Egypt",· 1 - 4 Yrs of Exp,Confidential,SQL,Full Time,1
210,Odoo Developer,arabianopensource -,"Cairo, Egypt",· 1 - 4 Yrs of Exp,Confidential,XML,Full Time,1
210,Odoo Developer,arabianopensource -,"Cairo, Egypt",· 1 - 4 Yrs of Exp,Confidential,Programming,Full Time,1
210,Odoo Developer,arabianopensource -,"Cairo, Egypt",· 1 - 4 Yrs of Exp,Confidential,Front end,Full Time,1
210,Odoo Developer,arabianopensource -,"Cairo, Egypt",· 1 - 4 Yrs of Exp,Confidential,JavaScript,Full Time,1
210,Odoo Developer,arabianopensource -,"Cairo, Egypt",· 1 - 4 Yrs of Exp,Confidential,PostgreSQL,Full Time,1
210,Odoo Developer,arabianopensource -,"Cairo, Egypt",· 1 - 4 Yrs of Exp,Confidential,Computer Science,Full Time,1
220,Android Developer,Ibn Sina Pharma -,"New Cairo, Cairo, Egypt",· 2 - 4 Yrs of Exp,Confidential,Android app,Full Time,1
220,Android Developer,Ibn Sina Pharma -,"New Cairo, Cairo, Egypt",· 2 - 4 Yrs of Exp,Confidential,Mobile Development,Full Time,1
220,Android Developer,Ibn Sina Pharma -,"New Cairo, Cairo, Egypt",· 2 - 4 Yrs of Exp,Confidential,Android,Full Time,1
220,Android Developer,Ibn Sina Pharma -,"New Cairo, Cairo, Egypt",· 2 - 4 Yrs of Exp,Confidential,Software,Full Time,1
220,Android Developer,Ibn Sina Pharma -,"New Cairo, Cairo, Egypt",· 2 - 4 Yrs of Exp,Confidential,REST,Full Time,1
220,Android Developer,Ibn Sina Pharma -,"New Cairo, Cairo, Egypt",· 2 - 4 Yrs of Exp,Confidential,Software Development,Full Time,1
220,Android Developer,Ibn Sina Pharma -,"New Cairo, Cairo, Egypt",· 2 - 4 Yrs of Exp,Confidential,Computer Science,Full Time,1
220,Android Developer,Ibn Sina Pharma -,"New Cairo, Cairo, Egypt",· 2 - 4 Yrs of Exp,Confidential,Engineering,Full Time,1
220,Android Developer,Ibn Sina Pharma -,"New Cairo, Cairo, Egypt",· 2 - 4 Yrs of Exp,Confidential,Development,Full Time,1
220,Android Developer,Ibn Sina Pharma -,"New Cairo, Cairo, Egypt",· 2 - 4 Yrs of Exp,Confidential,Information Technology (IT),Full Time,1
220,Android Developer,Ibn Sina Pharma -,"New Cairo, Cairo, Egypt",· 2 - 4 Yrs of Exp,Confidential,Mobile Landscape,Full Time,1
220,Android Developer,Ibn Sina Pharma -,"New Cairo, Cairo, Egypt",· 2 - 4 Yrs of Exp,Confidential,Mobile,Full Time,1
221,Devops Engineer,Easy Cash -,"Heliopolis, Cairo, Egypt",· 2 - 5 Yrs of Exp,Confidential,Information Technology (IT),Full Time,1
221,Devops Engineer,Easy Cash -,"Heliopolis, Cairo, Egypt",· 2 - 5 Yrs of Exp,Confidential,Computer Science,Full Time,1
221,Devops Engineer,Easy Cash -,"Heliopolis, Cairo, Egypt",· 2 - 5 Yrs of Exp,Confidential,DevOps,Full Time,1
221,Devops Engineer,Easy Cash -,"Heliopolis, Cairo, Egypt",· 2 - 5 Yrs of Exp,Confidential,Software Engineering,Full Time,1
221,Devops Engineer,Easy Cash -,"Heliopolis, Cairo, Egypt",· 2 - 5 Yrs of Exp,Confidential,Software Development,Full Time,1
221,Devops Engineer,Easy Cash -,"Heliopolis, Cairo, Egypt",· 2 - 5 Yrs of Exp,Confidential,Engineering,Full Time,1
221,Devops Engineer,Easy Cash -,"Heliopolis, Cairo, Egypt",· 2 - 5 Yrs of Exp,Confidential,Docker,Full Time,1
221,Devops Engineer,Easy Cash -,"Heliopolis, Cairo, Egypt",· 2 - 5 Yrs of Exp,Confidential,Git,Full Time,1
221,Devops Engineer,Easy Cash -,"Heliopolis, Cairo, Egypt",· 2 - 5 Yrs of Exp,Confidential,Jenkins,Full Time,1
221,Devops Engineer,Easy Cash -,"Heliopolis, Cairo, Egypt",· 2 - 5 Yrs of Exp,Confidential,Linux,Full Time,1
221,Devops Engineer,Easy Cash -,"Heliopolis, Cairo, Egypt",· 2 - 5 Yrs of Exp,Confidential,Software,Full Time,1
221,Devops Engineer,Easy Cash -,"Heliopolis, Cairo, Egypt",· 2 - 5 Yrs of Exp,Confidential,Automation,Full Time,1
250,Budget Analyst,Majorel Egypt -,"Cairo, Egypt",· 1 - 3 Yrs of Exp,Confidential,Analysis,Full Time,1
250,Budget Analyst,Majorel Egypt -,"Cairo, Egypt",· 1 - 3 Yrs of Exp,Confidential,analytical,Full Time,1
250,Budget Analyst,Majorel Egypt -,"Cairo, Egypt",· 1 - 3 Yrs of Exp,Confidential,Budgeting,Full Time,1
250,Budget Analyst,Majorel Egypt -,"Cairo, Egypt",· 1 - 3 Yrs of Exp,Confidential,CMA,Full Time,1
250,Budget Analyst,Majorel Egypt -,"Cairo, Egypt",· 1 - 3 Yrs of Exp,Confidential,English,Full Time,1
250,Budget Analyst,Majorel Egypt -,"Cairo, Egypt",· 1 - 3 Yrs of Exp,Confidential,Finance,Full Time,1
250,Budget Analyst,Majorel Egypt -,"Cairo, Egypt",· 1 - 3 Yrs of Exp,Confidential,Financial Analysis,Full Time,1
250,Budget Analyst,Majorel Egypt -,"Cairo, Egypt",· 1 - 3 Yrs of Exp,Confidential,Forecasting,Full Time,1
251,Odoo Developer,Arabia for Information Technology -,"Cairo, Egypt",· 3+ Yrs of Exp,Confidential,Odoo,Full Time,2
251,Odoo Developer,Arabia for Information Technology -,"Cairo, Egypt",· 3+ Yrs of Exp,Confidential,Python,Full Time,2
251,Odoo Developer,Arabia for Information Technology -,"Cairo, Egypt",· 3+ Yrs of Exp,Confidential,PostgreSQL,Full Time,2
251,Odoo Developer,Arabia for Information Technology -,"Cairo, Egypt",· 3+ Yrs of Exp,Confidential,ERP,Full Time,2
251,Odoo Developer,Arabia for Information Technology -,"Cairo, Egypt",· 3+ Yrs of Exp,Confidential,Odoo Development,Full Time,2
251,Odoo Developer,Arabia for Information Technology -,"Cairo, Egypt",· 3+ Yrs of Exp,Confidential,Odoo ERP,Full Time,2
270,Java Developer,Target Recruitment & HR Solutions -,"Cairo, Egypt",· 2 - 10 Yrs of Exp,Confidential,Java,Full Time,4
270,Java Developer,Target Recruitment & HR Solutions -,"Cairo, Egypt",· 2 - 10 Yrs of Exp,Confidential,Development,Full Time,4
270,Java Developer,Target Recruitment & HR Solutions -,"Cairo, Egypt",· 2 - 10 Yrs of Exp,Confidential,REST,Full Time,4
270,Java Developer,Target Recruitment & HR Solutions -,"Cairo, Egypt",· 2 - 10 Yrs of Exp,Confidential,Information Technology (IT),Full Time,4
280,System Developer,etisal for advanced industries -,"6th of October, Giza, Egypt",· 3 - 5 Yrs of Exp,Confidential,Computer Science,Full Time,3
280,System Developer,etisal for advanced industries -,"6th of October, Giza, Egypt",· 3 - 5 Yrs of Exp,Confidential,Database,Full Time,3
280,System Developer,etisal for advanced industries -,"6th of October, Giza, Egypt",· 3 - 5 Yrs of Exp,Confidential,Software Development,Full Time,3
280,System Developer,etisal for advanced industries -,"6th of October, Giza, Egypt",· 3 - 5 Yrs of Exp,Confidential,Oracle,Full Time,3
280,System Developer,etisal for advanced industries -,"6th of October, Giza, Egypt",· 3 - 5 Yrs of Exp,Confidential,SQL,Full Time,3
280,System Developer,etisal for advanced industries -,"6th of October, Giza, Egypt",· 3 - 5 Yrs of Exp,Confidential,Analysis,Full Time,3
280,System Developer,etisal for advanced industries -,"6th of October, Giza, Egypt",· 3 - 5 Yrs of Exp,Confidential,Information Technology (IT),Full Time,3
290,Devops Engineer,Reach -,"New Cairo, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,Startup,Part Time,1
290,Devops Engineer,Reach -,"New Cairo, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,Information Technology (IT),Part Time,1
290,Devops Engineer,Reach -,"New Cairo, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,Engineering,Part Time,1
290,Devops Engineer,Reach -,"New Cairo, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,Computer Science,Part Time,1
290,Devops Engineer,Reach -,"New Cairo, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,AWS,Part Time,1
290,Devops Engineer,Reach -,"New Cairo, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,DevOps,Part Time,1
290,Devops Engineer,Reach -,"New Cairo, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,Docker,Part Time,1
290,Devops Engineer,Reach -,"New Cairo, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,RDS,Part Time,1
290,Devops Engineer,Reach -,"New Cairo, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,EC2,Part Time,1
290,Devops Engineer,Reach -,"New Cairo, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,Terraform,Part Time,1
290,Devops Engineer,Reach -,"New Cairo, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,Software Development,Part Time,1
290,Devops Engineer,Reach -,"New Cairo, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,Management,Part Time,1
290,Devops Engineer,Reach -,"New Cairo, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,backend,Part Time,1
290,Devops Engineer,Reach -,"New Cairo, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,AWS services,Part Time,1
310,Software Analyst,Zewail City -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,"Confidential, Social & Medical Insurance, Transportation",Analysis,Full Time,1
310,Software Analyst,Zewail City -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,"Confidential, Social & Medical Insurance, Transportation",Business Analysis,Full Time,1
310,Software Analyst,Zewail City -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,"Confidential, Social & Medical Insurance, Transportation",Communication skills,Full Time,1
310,Software Analyst,Zewail City -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,"Confidential, Social & Medical Insurance, Transportation",Software Development,Full Time,1
310,Software Analyst,Zewail City -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,"Confidential, Social & Medical Insurance, Transportation",Information Technology (IT),Full Time,1
310,Software Analyst,Zewail City -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,"Confidential, Social & Medical Insurance, Transportation",Software,Full Time,1
310,Software Analyst,Zewail City -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,"Confidential, Social & Medical Insurance, Transportation",Database,Full Time,1
310,Software Analyst,Zewail City -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,"Confidential, Social & Medical Insurance, Transportation",Computer Science,Full Time,1
310,Software Analyst,Zewail City -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,"Confidential, Social & Medical Insurance, Transportation",HTML,Full Time,1
310,Software Analyst,Zewail City -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,"Confidential, Social & Medical Insurance, Transportation",Troubleshooting,Full Time,1
310,Software Analyst,Zewail City -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,"Confidential, Social & Medical Insurance, Transportation",SQL,Full Time,1
310,Software Analyst,Zewail City -,"6th of October, Giza, Egypt",· 2 - 4 Yrs of Exp,"Confidential, Social & Medical Insurance, Transportation",Information Systems,Full Time,1
330,System Engineer,Deglatech Advanced Technologies -,"Giza, Egypt",· 2+ Yrs of Exp,Male,Engineering,Full Time,1
330,System Engineer,Deglatech Advanced Technologies -,"Giza, Egypt",· 2+ Yrs of Exp,Male,Information Technology (IT),Full Time,1
330,System Engineer,Deglatech Advanced Technologies -,"Giza, Egypt",· 2+ Yrs of Exp,Male,Network,Full Time,1
330,System Engineer,Deglatech Advanced Technologies -,"Giza, Egypt",· 2+ Yrs of Exp,Male,Communication,Full Time,1
330,System Engineer,Deglatech Advanced Technologies -,"Giza, Egypt",· 2+ Yrs of Exp,Male,Computer Engineering,Full Time,1
340,Business Intelligence Specialist,Pyramid Poultry Co. -,"New Cairo, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,English,Full Time,2
340,Business Intelligence Specialist,Pyramid Poultry Co. -,"New Cairo, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,Oracle,Full Time,2
340,Business Intelligence Specialist,Pyramid Poultry Co. -,"New Cairo, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,IT,Full Time,2
340,Business Intelligence Specialist,Pyramid Poultry Co. -,"New Cairo, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,SQL,Full Time,2
340,Business Intelligence Specialist,Pyramid Poultry Co. -,"New Cairo, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,Information Technology (IT),Full Time,2
340,Business Intelligence Specialist,Pyramid Poultry Co. -,"New Cairo, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,Sales,Full Time,2
